annotation_split,song_id,song_title,artist_name,language,is_misogynistic,source_split,verse_id,verse_number,verse_text,n_lines,n_words,n_chars
1,1071904,"Te Quiero, Te Amo",Pesado,es_LATAM,NM,train,1071904__2,2,"Eres, para mí, alguien muy especial
Indispensable te volviste en mi vida ya
Me das fuerza cuando me sorprende la tristeza
Cuando conmigo no estás
Oh, llegaste a mi vida sin avisar
No te esperaba, no pensé volverme a enamorar
Con tu amor se fue el dolor
Y la esperanza regresó porque llegó tu amo-o-or",8,57,293
1,1071904,"Te Quiero, Te Amo",Pesado,es_LATAM,NM,train,1071904__3,3,"Tú no sabes lo que haces cuando llamas y me dices que me amas
Que me amas
Te juro que se vuelve eterno el tiempo para volver a abrazarte
Te juro que me robas la calma",4,36,163
1,1071904,"Te Quiero, Te Amo",Pesado,es_LATAM,NM,train,1071904__4,4,"Te quiero, te amo
Te juro que te quiero, que te amo
Que eres tú en mi vida quien más me hace falta
Que solo vivo para amarte
Que solo vivo para darte
Mi amor entero, que soy tuyo en cuerpo y alma
Te quiero, te amo
Te juro que te quiero, que te amo
Que eres tú en mi vida quien más me hace falta
Que con tu amor me siento grande
Bendito el día en que tú llegaste
Para cambiarme el mundo
Para hacerme muy felíz",13,88,396
1,1071904,"Te Quiero, Te Amo",Pesado,es_LATAM,NM,train,1071904__5,5,"Llegaste cuando menos te esperaba
Desde que estás conmigo, no me falta nada
Oh, eres para mí mi paz, mi calma
Quiero que jamás te vayas",4,26,132
1,1071904,"Te Quiero, Te Amo",Pesado,es_LATAM,NM,train,1071904__6,6,"¿ĄQué fue!?
Puro amor",2,4,20
1,1071904,"Te Quiero, Te Amo",Pesado,es_LATAM,NM,train,1071904__7,7,"Tú no sabes lo que haces cuando llamas y me dices que me amas
Que me amas
Te juro que se vuelve eterno el tiempo para volver a abrazarte
Te juro que me robas la calma",4,36,163
1,1071904,"Te Quiero, Te Amo",Pesado,es_LATAM,NM,train,1071904__8,8,"Te quiero, te amo
Te juro que te quiero, que te amo
Que eres tú en mi vida quien más me hace falta
Que solo vivo para amarte
Que solo vivo para darte
Mi amor entero, que soy tuyo en cuerpo y alma
Te quiero, te amo
Te juro que te quiero, que te amo
Que eres tú en mi vida quien más me hace falta
Que con tu amor me siento grande
Bendito el día en que tú llegaste
Para cambiarme el mundo
Para hacerme muy felíz",13,88,396
1,1071904,"Te Quiero, Te Amo",Pesado,es_LATAM,NM,train,1071904__9,9,"Llegaste cuando menos te esperaba
Desde que estás conmigo, no me falta nada
Oh, eres para mí mi paz, mi calma
Quiero que jamás te vayas",4,26,132
1,1078018,Yo Quisiera,Reik,es_LATAM,NM,train,1078018__1,1,"Tu vida
Uh-uh-uh",2,5,15
1,1078018,Yo Quisiera,Reik,es_LATAM,NM,train,1078018__2,2,"Soy tu mejor amigo
Tu pañuelo de lágrimas
De amores perdidos
Te recargas en mi hombro
Tu llanto no cesa
Yo solo te acaricio",6,24,118
1,1078018,Yo Quisiera,Reik,es_LATAM,NM,train,1078018__3,3,"Y me dices por qué la vida es tan cruel con tus sentimientos
Yo solo te abrazo y te consuelo
Me pides mil consejos para protegerte
De tu próximo encuentro sabes que te cuido",4,34,170
1,1078018,Yo Quisiera,Reik,es_LATAM,NM,train,1078018__4,4,"Lo que no sabes es que yo quisiera ser ese por quien te desveles y te desesperas
Yo quisiera ser tu llanto, ese que viene de tus sentimientos
Yo quisiera ser ese por quien tú despertaras ilusionada
Yo quisiera que vivieras de mí siempre enamorada",4,45,243
1,1078018,Yo Quisiera,Reik,es_LATAM,NM,train,1078018__5,5,"Oh-oh-oh
Oh, no, no-oh",2,7,21
1,1078018,Yo Quisiera,Reik,es_LATAM,NM,train,1078018__6,6,"Tú te me quedas viendo
Y me preguntas
Si algo me está pasando",3,13,59
1,1078018,Yo Quisiera,Reik,es_LATAM,NM,train,1078018__7,7,"Y yo no sé qué hacer si tú supieras que me estoy muriendo
Quisiera decirte lo que yo siento, no, no-no
Pero tengo miedo de que me rechaces
Y que solo en mi mente vivas para siempre",4,38,177
1,1078018,Yo Quisiera,Reik,es_LATAM,NM,train,1078018__8,8,"Por eso yo quisiera ser ese por quien tú te desvelas y te desesperas
Yo quisiera ser tu llanto, ese que viene de tus sentimientos
Yo quisiera ser ese por quien tú despertaras ilusionada
Yo quisiera que vivieras de mí siempre enamorada",4,42,231
1,1078018,Yo Quisiera,Reik,es_LATAM,NM,train,1078018__9,9,"Yo (Yo quisiera ser)
Quisiera
Ser tu llanto (Tu llanto), mm-mm (Tu vida), no-oh
Yo-oh (Yo quisiera ser)
Quisiera
Ser tu llanto (Tu llanto), mm-mm
Tu vida (Tu vida)
Oh-oh-oh (Yo quisiera ser), eh-eh-eh
Eh-eh-eh (Tu llanto)
(Tu vida)
Ser tu vida, no-oh
(Yo quisiera ser)
(Tu llanto)
Tu llanto
(Tu vida)
Tu vida
Uh-uh-uh",17,68,301
1,1084702,En Que Fallé,Los Tigres Del Norte,es_LATAM,NM,train,1084702__1,1,iveGet tickets as low as $39,1,6,28
1,1084702,En Que Fallé,Los Tigres Del Norte,es_LATAM,NM,train,1084702__2,2,"Hola señor, ¿cómo le va?, ¿por qué tan triste está?
¿Acaso está usted enfermo o algo anda mal?
Pues sí, sufriendo estoy, llorando de dolor
Por mi hija que se me descarriló y se fue",4,35,177
1,1084702,En Que Fallé,Los Tigres Del Norte,es_LATAM,NM,train,1084702__3,3,"¿Qué no la has visto tú? (No, señor)
¿Ni sabes con quién se fue? (No, señor)
¿Por qué me mientes si apenas
Los vieron juntos en un café?",4,28,133
1,1084702,En Que Fallé,Los Tigres Del Norte,es_LATAM,NM,train,1084702__4,4,"Tú me la aconsejastes, me la echaste a perder
Y lo peor fue que la enviciaste, qué malo debes de ser
A mí no me eches la culpa, ¿por qué no se culpa usted?
Ella se sentía tan sola y usted no la supo entender",4,45,204
1,1084702,En Que Fallé,Los Tigres Del Norte,es_LATAM,NM,train,1084702__5,5,"¿Y qué querías que la entendiera?, siempre tuvo que comer
Ay, señor no sea usted tonto, nunca padre supo ser
Usted con sus exigencias, usted, nada más usted
Criticándole sus faltas, sin ver las faltas de usted",4,37,206
1,1084702,En Que Fallé,Los Tigres Del Norte,es_LATAM,NM,train,1084702__6,6,"Yo le dí buenos ejemplos, no me explico en qué fallé
Nunca le negamos nada, para ella siempre trabajé
Eso no es suficiente, hay algo de más valor
Que no se compra ni se vende, a ella le faltó el amor",4,41,196
1,1084702,En Que Fallé,Los Tigres Del Norte,es_LATAM,NM,train,1084702__7,7,"Estás muy equivocado, amor siempre le sobró
Usted es el equivocado, pues nunca se lo demostró
Y si alguien es culpable, ese culpable es usted
No basta decir ""soy padre"", sino hay que saberlo ser",4,35,191
1,1086335,La Descarada,Reyli,es_LATAM,M,train,1086335__1,1,"Es una descarada por ser la más hermosa
No tiene casi nada pero le gusta la vida cara
Y a mí me gusta ella y sé cuanto me ama
Sé que sueña conmigo pero amanece en otra cama",4,38,169
1,1086335,La Descarada,Reyli,es_LATAM,M,train,1086335__2,2,"El dinero le robó su corazón
Las mentiras le desalmaron el alma
Y me duele su dolor mucho más que su traición
Yo nací para quererla aunque se vaya",4,29,143
1,1086335,La Descarada,Reyli,es_LATAM,M,train,1086335__3,3,"Mujer de nadie, mujer de todos, mujer que mata
Mujer que duele, mujer que entrega y te arrebata
Mujer tan cara, mujer ingrata
Sé que no me olvidaras aunque te vayas
Yo sé que no me olvidaras aunque te vayas",5,40,202
1,1086335,La Descarada,Reyli,es_LATAM,M,train,1086335__4,4,"En mi cartera guardo su foto de gatada
Es mi mayor fortuna y mi desdicha la descarada
Yo seguiré mi rumba, el mundo no se acaba
Esta vida es muy corta, te cobra y te paga",4,36,167
1,1086335,La Descarada,Reyli,es_LATAM,M,train,1086335__5,5,"Y es que el dinero le robó su corazón
Las mentiras le desalmaron el alma
Y me duele su dolor mucho más que su traición
Yo nací para quererla aunque se vaya",4,32,152
1,1086335,La Descarada,Reyli,es_LATAM,M,train,1086335__6,6,"Mujer de nadie, mujer de todos, mujer que mata
Mujer que duele, mujer que entrega y te arrebata
Mujer tan cara, mujer ingrata
Sé que no me olvidaras aunque te vayas
Yo sé que no me olvidaras aunque te vayas..descarada",5,41,213
1,1086335,La Descarada,Reyli,es_LATAM,M,train,1086335__7,7,"Mujer de nadie, mujer de todos, mujer que mata
Mujer que duele, mujer que entrega y te arrebata
Mujer tan cara, mujer ingrata
Sé que no me olvidaras aunque te vayas
Yo sé que no me olvidaras aunque te vayas
Yo sé que no me olvidaras aunque te vayas",6,49,243
1,1096284,Te Regalo,Carlos Baute,es_LATAM,NM,train,1096284__1,1,Yo por tí daría mi vida,1,6,23
1,1096284,Te Regalo,Carlos Baute,es_LATAM,NM,train,1096284__2,2,"Hoy amanecí con ganas de enviarte
Algo que te guste y pueda regalarte
Te hice esta canción que es para recordarme
Esto es una excusa para declararme
Hoy quiero decirte y voy a adelantarme
Que mi corazón yo quiero regalarte",6,40,217
1,1096284,Te Regalo,Carlos Baute,es_LATAM,NM,train,1096284__3,3,"Y los 14 de Febrero enviarte mil flores
Un detalle espero valores
Y no te olvides de mi nombre",3,19,92
1,1096284,Te Regalo,Carlos Baute,es_LATAM,NM,train,1096284__4,4,"Quiero regalarte un pacto de mi parte
Para que tu nunca pienses en dejarme
Y mi corazon desnudo entregarte
Quiero regalarte mi mejor sonrisa
Por si un dia lloras tienes mi alegría
Y te sientas siempre protegida niña",6,38,210
1,1096284,Te Regalo,Carlos Baute,es_LATAM,NM,train,1096284__5,5,"Y los 14 de Febrero enviarte mil flores
Un detalle espero valores
Y no te olvides de mi nombre",3,19,92
1,1096284,Te Regalo,Carlos Baute,es_LATAM,NM,train,1096284__6,6,"Te regalo mi orden mi desorden
Te regalo mi norte y mi horizonte
Mi filosofia, mis historias, mi memoria Eh Eh
Te regalo mi amor que se acumula
Te regalo mis manos y locuras
Te daré todo lo que me pidas
Yo por tí daría mi vida",7,47,220
1,1096284,Te Regalo,Carlos Baute,es_LATAM,NM,train,1096284__7,7,"Quiero regalarte besos importantes
Para que me extrañes si no estoy delante
Y me pienses siempre cuando estés de viaje
Todo lo que pidas voy a regalarte
Haré lo imposible así no esté a mi alcance
Yo lo lograría para que me ames",6,43,222
1,1096284,Te Regalo,Carlos Baute,es_LATAM,NM,train,1096284__8,8,"Y los 14 de Febrero enviarte mil flores
Un detalle espero valores
Y no te olvides de mi nombre",3,19,92
1,1096284,Te Regalo,Carlos Baute,es_LATAM,NM,train,1096284__9,9,"Te regalo mi orden mi desorden
Te regalo mi norte y mi horizonte
Mi filosofia, mis historias, mi memoria Eh Eh
Te regalo mi amor que se acumula
Te regalo mis manos y locuras
Te daré todo lo que me pidas
Yo por tí daría mi vida",7,47,220
1,1096284,Te Regalo,Carlos Baute,es_LATAM,NM,train,1096284__10,10,"Y para terminar yo quiero regalarte
Préstame atención que esto es importante
Desde que te vi yo quise niña... Enamorarte",3,20,118
1,1096284,Te Regalo,Carlos Baute,es_LATAM,NM,train,1096284__11,11,"Te regalo mi orden mi desorden
Te regalo mi norte y mi horizonte
Mi filosofia, mis historias, mi memoria Eh Eh
Te regalo mi amor que se acumula
Te regalo mis manos y locuras
Te daré todo lo que me pidas
Yo por tí daría mi vida",7,47,220
1,1112904,Esclavo De Sus Besos,David Bisbal,es_ES,NM,test,1112904__1,1,"No me preguntes por qué
A veces la nombro por casualidad
Y es que aún la recuerdo
Y es que aún llevo dentro su forma de amar",4,27,121
1,1112904,Esclavo De Sus Besos,David Bisbal,es_ES,NM,test,1112904__2,2,"Una razón para ti
Me pides motivos y una explicación
Para no desterrarla ahora y para siempre de mi corazón",3,20,105
1,1112904,Esclavo De Sus Besos,David Bisbal,es_ES,NM,test,1112904__3,3,"Yo soy así y seguiré vagando errante por tu piel
Yo no podré dar todo de mí mientras no olvide a esa mujer",2,23,105
1,1112904,Esclavo De Sus Besos,David Bisbal,es_ES,NM,test,1112904__4,4,"Y sigo esclavo de sus besos y sigo preso de mis miedos
Hemos llegado a un punto de inflexión
En el que esta obsesión está apartándome de ti
Y sigo esclavo de sus besos y sigo preso de mis miedos
Y sigo sin saber por qué razón sigue ella en mi interior
Y en nuestro punto de inflexión
Y sigo esclavo de sus besos",7,64,305
1,1112904,Esclavo De Sus Besos,David Bisbal,es_ES,NM,test,1112904__5,5,"No hay quien controle el amor
De hecho te quiero como a nadie a más
Pero a veces es ella la que me derrumba mi seguridad",3,26,118
1,1112904,Esclavo De Sus Besos,David Bisbal,es_ES,NM,test,1112904__6,6,"Yo soy así y seguiré vagando errante por tu piel
Yo no podré dar todo de mí mientras no olvide a esa mujer",2,23,105
1,1112904,Esclavo De Sus Besos,David Bisbal,es_ES,NM,test,1112904__7,7,"Y sigo esclavo de sus besos y sigo preso de mis miedos
Hemos llegado a un punto de inflexión
En el que esta obsesión está apartándome de ti
Y sigo esclavo de sus besos y sigo preso de mis miedos
Y sigo sin saber por qué razón sigue ella en mi interior
Y en nuestro punto de inflexión
Y sigo esclavo de sus besos",7,64,305
1,1112904,Esclavo De Sus Besos,David Bisbal,es_ES,NM,test,1112904__8,8,Yo no podré dar todo de mí mientras no olvide a esa mujer,1,13,57
1,1112904,Esclavo De Sus Besos,David Bisbal,es_ES,NM,test,1112904__9,9,"Y sigo esclavo de sus besos y sigo preso de mis miedos
Hemos llegado a un punto de inflexión
En el que esta obsesión está apartándome de ti
Y sigo esclavo de sus besos y sigo preso de mis miedos
Y sigo sin saber porqué razón sigue ella en mi interior
Y en nuestro punto de inflexión
Y sigo esclavo de sus besos
Y sigo esclavo de sus besos",8,69,331
1,1113918,Corazón Latino,David Bisbal,es_ES,NM,train,1113918__1,1,"Corazón latino
Corazón latino
Corazón latino",3,6,42
1,1113918,Corazón Latino,David Bisbal,es_ES,NM,train,1113918__2,2,"Dicen que en el amor lo mejor está en el sur
Que tiene magia y ritmo, que sabe a vino y ron
Es como un hechizo, tiene un dulce despertar
Junto a una piel dorada con sabor a sal",4,39,173
1,1113918,Corazón Latino,David Bisbal,es_ES,NM,train,1113918__3,3,"Déjate llevar por el embrujo de este son
De guitarra vieja a la orilla del mar
DÇ le a tu vida una fiesta sin final
Llénala de sol, llénala de mi...",4,31,145
1,1113918,Corazón Latino,David Bisbal,es_ES,NM,train,1113918__4,4,"Corazón latino, de sangre caliente pegado a tu piel
Corazón latino, te invita a vivir un verano sin fin
Corazón, ay ay ay, corazón...ay corazón latino",3,27,148
1,1113918,Corazón Latino,David Bisbal,es_ES,NM,train,1113918__5,5,"Tiene sabor a fresa, aroma de palmeral
Noches de luna llena perfumadas de azahar
Es un beso robado que jamás olvidarás
Una caricia a oscuras, un te quiero y un adiós...",4,31,165
1,1113918,Corazón Latino,David Bisbal,es_ES,NM,train,1113918__6,6,"Dale a tu vida una fiesta sin final
Llénala de sol, llénala de mi...",2,14,67
1,1113918,Corazón Latino,David Bisbal,es_ES,NM,train,1113918__7,7,"Corazón latino, de sangre caliente pegado a tu piel
Corazón latino, te invita a vivir un verano sin fin
Corazón latino, corazón latino
Ay, Corazón",4,25,143
1,1113918,Corazón Latino,David Bisbal,es_ES,NM,train,1113918__8,8,"Corazón latino, de sangre caliente pegado a tu piel
Corazón latino, te invita a vivir un verano sin fin
Corazón latino, tatuado a fuego en tu blanca piel
Corazón latino, locura y deseo hasta el amanecer...
CORAZÇN",5,38,210
1,1152038,Dale Pascual,Los Enanitos Verdes,es_LATAM,NM,test,1152038__1,1,"Cada vez me cuesta mas
Salir y arrancar de este lugar
No se lo que soy ni donde estoy
Como si yo fuera un criminal",4,25,111
1,1152038,Dale Pascual,Los Enanitos Verdes,es_LATAM,NM,test,1152038__2,2,"Cada vez me cuesta mas
Saber lo que esta bien y esta mal
Divino poder, absurdo crecer
Todo parece una kermess",4,21,106
1,1152038,Dale Pascual,Los Enanitos Verdes,es_LATAM,NM,test,1152038__3,3,"Y si caes en prision
Sales en dos dias
Al que mata o al ladron
Santifican....",4,16,74
1,1152038,Dale Pascual,Los Enanitos Verdes,es_LATAM,NM,test,1152038__4,4,"Trabajar como un negro
Para vivir como un perro
!! Daleeee Pascual..!!!!!!!",3,11,73
1,1152038,Dale Pascual,Los Enanitos Verdes,es_LATAM,NM,test,1152038__5,5,"Trabajar como un negro
Para vivir como un perro
!!Dale, dale, dale Pascual...!!!",3,13,78
1,1152038,Dale Pascual,Los Enanitos Verdes,es_LATAM,NM,test,1152038__6,6,"Cada vez me cuesta mas
Saber para que lado agarrar
El predicador nos engaño
Su vida no es lo que Dios mando...",4,22,107
1,1152038,Dale Pascual,Los Enanitos Verdes,es_LATAM,NM,test,1152038__7,7,"Y si vuelves a prision
Sales en dos dias
Al que mata o al ladron
Santifican....",4,16,76
1,1152038,Dale Pascual,Los Enanitos Verdes,es_LATAM,NM,test,1152038__8,8,"Trabajar como un negro
Para vivir como un perro
!! Daleeee Pascual..!!!!!!!",3,11,73
1,1152038,Dale Pascual,Los Enanitos Verdes,es_LATAM,NM,test,1152038__9,9,"Trabajar como un negro
Para vivir como un perro
!!Dale, dale, dale Pascual...!!!",3,13,78
1,1168717,Se Pareció Tanto a Ti,Grupo Niche,es_LATAM,NM,train,1168717__1,1,"¿Quién no dice una mentira por conservar un amor?
¿Quién no inventa una historieta por evitar un dolor?
¿Quién no se moja los labios con otros que sepan a miel?
¿Quién no cae ante el deseo y terminar siendo infiel?",4,40,211
1,1168717,Se Pareció Tanto a Ti,Grupo Niche,es_LATAM,NM,train,1168717__2,2,"Recordar todo en silencio
Como extraños nos sentimos
Paso a paso detallamos
Con cinismo comparamos
Y esa duda que nos mata
Y que asalta, que atenaza
Tus sentidos los vulnera
Nos tortura, nos delata
Y no saber si es mejor
Mientras duerme y le relatas",10,45,240
1,1168717,Se Pareció Tanto a Ti,Grupo Niche,es_LATAM,NM,train,1168717__3,3,"Amor, se pareció tanto a ti
Que no pude guardar en mi cuerpo el deseo
Que la tuve que amar
Sentí la necesidad de tenerme que entregar
Sentí miedo, sentí el peso de poderme equivocar",5,35,177
1,1168717,Se Pareció Tanto a Ti,Grupo Niche,es_LATAM,NM,train,1168717__4,4,"Fue como llegar a casa primero de mi viaje
Como empezar de nuevo después de disgustar
Como adelantar las caricias cuando nos pensabamos casar
O sentir la melodía antes de hacer esta canción
Como si la noche durara un poco más en vez de amanecer
Como si la lluvia cayera sin presagio cuando hay sol
Como si el sueño se realizara mucho antes de vivir
Como si el niño llorara mucho antes de nacer",8,74,386
1,1168717,Se Pareció Tanto a Ti,Grupo Niche,es_LATAM,NM,train,1168717__5,5,"Amor, se pareció tanto a ti
Que el nombre llevaban por igual
Y la misma prisa cuando solían caminar
Hasta el guiño y la sonrisa
Me parecieron tan igual
Sentí miedo, sentí el peso de quererme enamorar
Otra vez",7,39,202
1,1168717,Se Pareció Tanto a Ti,Grupo Niche,es_LATAM,NM,train,1168717__6,6,"Y no podría decirle otra cosa si la veo
Que la extraño, que la pienso
Y no podría decirla otra cosa si la veo",3,24,107
1,1168717,Se Pareció Tanto a Ti,Grupo Niche,es_LATAM,NM,train,1168717__7,7,"Y sigues viviendo en mi
Quisiera hacerte feliz y no puedo
(Y no podría decirle otra cosa si la veo)
Que no soy yo quien decide en este caso
Por eso el motivo y la causa de mi fracaso",5,39,178
1,1168717,Se Pareció Tanto a Ti,Grupo Niche,es_LATAM,NM,train,1168717__8,8,"Y no podria decirle otra cosa si la veo
Que la extraño, que lo siento",2,15,68
1,1168717,Se Pareció Tanto a Ti,Grupo Niche,es_LATAM,NM,train,1168717__9,9,"Y no podría decirle otra cosa si la veo
Que lo siento, uh-oh-oh-oh",2,16,65
1,1170347,Arrepentido,Sôber,es_LATAM,NM,test,1170347__1,1,"Arrepentido, sin un motivo
Que me haga culpable de vivir",2,10,55
1,1170347,Arrepentido,Sôber,es_LATAM,NM,test,1170347__2,2,"Crucificado por un pecado
Que no sé si apenas cometí
Arrepentido sin un motivo
Que me haga culpable de vivir
Le pido a Dios que sea
Mi cómplice, mi salvador
En prueba de control",7,34,171
1,1170347,Arrepentido,Sôber,es_LATAM,NM,test,1170347__3,3,"No me abandones
No me dejes que yo vuelva a caer
No me traiciones
Ahora me siento arrepentido",4,18,90
1,1170347,Arrepentido,Sôber,es_LATAM,NM,test,1170347__4,4,"Humíllame si quieres
Provócame si es tu deseo
Arrastraré el dolor
Aún no es tarde, para llorar
Y arrodillarme pidiéndote perdón",5,21,123
1,1170347,Arrepentido,Sôber,es_LATAM,NM,test,1170347__5,5,"No me abandones
No me pidas que me aleje de ti
No me traiciones
Ahora me siento arrepentido",4,18,88
1,1170347,Arrepentido,Sôber,es_LATAM,NM,test,1170347__6,6,"No me abandones
No dejes que yo vuelva a caer
No me traiciones, ahora me siento arrepentido",3,17,89
1,1182688,Sábado a la Noche (En Vivo 1992),Los Rodríguez,es_ES,NM,train,1182688__1,1,"Sábado a la noche, ya cobré
Y mi dinero me lo gané, hm
Mi madre me dice, ven y quédate
Pero hoy es sábado a la noche
¿Y qué puedo hacer?
¿Qué puedo hacer? Hm
Me la gastaré por ahí, hm-hm-hm
La invitaré a salir, oh, hm-hm
A recorrer la ciudad, hm
Como alguna vez yo soñé",10,60,260
1,1182688,Sábado a la Noche (En Vivo 1992),Los Rodríguez,es_ES,NM,train,1182688__2,2,"Es sábado a la noche, ya cobré
Tengo mi dinero, yo me lo gané
Mi madre me dice ven y quédate
Pero es sábado a la noche, ¿qué puedo hacer?
La sacaré por ahí
La invitaré a salir
A recorrer la ciudad como yo soñé, ueh",7,46,208
1,1182688,Sábado a la Noche (En Vivo 1992),Los Rodríguez,es_ES,NM,train,1182688__3,3,"Si no lo sabes yo trabajo en un bar de Hortaleza
Soy el camarero que te pone la cerveza
Curre en la semana, es toda mi riqueza
Sábado a la noche me lo gasto en una mesa
La gastaré por ahí
La invitaré a salir
A recorrer la ciudad como yo soñé",7,52,235
1,1182688,Sábado a la Noche (En Vivo 1992),Los Rodríguez,es_ES,NM,train,1182688__4,4,"Que hoy es sábado a la noche
Sábado a la noche
Sábado a la noche
Sábado a la noche
Sábado a la noche y yo ya cobré, uh-oh-oh",5,30,120
1,1182688,Sábado a la Noche (En Vivo 1992),Los Rodríguez,es_ES,NM,train,1182688__5,5,"Es sábado a la noche, ya cobré
Y mi dinero yo me lo gané
Mi madre me dice ven y quédate
Pero es sábado a la noche, ¿qué puedo hacer?
La sacaré por ahí, uh
La invitaré a salir
A recorrer la ciudad como yo soñé",7,46,202
1,1182688,Sábado a la Noche (En Vivo 1992),Los Rodríguez,es_ES,NM,train,1182688__6,6,"Que hoy es sábado a la noche
Sábado a la noche
Sábado a la noche
Sábado a la noche
Es sábado a la noche
Caco, es sábado a la noche y yo ya cobré
Sábado a la noche
Sábado a la noche
Sábado a la noche
Sábado a la noche
Sábado a la noche y yo ya cobré",11,58,238
1,1182688,Sábado a la Noche (En Vivo 1992),Los Rodríguez,es_ES,NM,train,1182688__7,7,"Sábado a la noche, ¿qué puedo hacer?
Uh-uh-uh-uh, jaja, gracias, muchas gracias
A los bares de España, gracias",3,21,108
1,1183273,Me Olvide De Vivir,Julio Iglesias,es_ES,NM,train,1183273__1,1,"De tanto correr por la vida sin freno
Me olvidé que la vida se vive un momento
De tanto querer ser en todo el primero
Me olvidé de vivir los detalles pequeños
De tanto jugar con los sentimientos
Viviendo de aplausos envueltos en sueños
De tanto gritar mis canciones al viento
Ya no soy como ayer, ya no sé lo que siento",8,62,312
1,1183273,Me Olvide De Vivir,Julio Iglesias,es_ES,NM,train,1183273__2,2,"Me olvidé de vivir, me olvidé de vivir
Me olvidé de vivir, me olvidé de vivir",2,16,76
1,1183273,Me Olvide De Vivir,Julio Iglesias,es_ES,NM,train,1183273__3,3,"De tanto cantarle al amor y la vida
Me quedé sin amor una noche de un día
De tanto jugar con quien yo más quería
Perdí sin querer lo mejor que tenía
De tanto ocultar la verdad con mentiras
Me engañé sin saber que era yo quien perdía
De tanto esperar, yo que nunca ofrecía
Hoy me toca llorar, yo que siempre reía",8,63,304
1,1183273,Me Olvide De Vivir,Julio Iglesias,es_ES,NM,train,1183273__4,4,"Me olvidé de vivir, me olvidé de vivir
Me olvidé de vivir, me olvidé de vivir",2,16,76
1,1183273,Me Olvide De Vivir,Julio Iglesias,es_ES,NM,train,1183273__5,5,"De tanto correr por ganar tiempo al tiempo
Queriendo robarle a mis noches el sueño
De tantos fracasos, de tantos intentos
Por querer descubrir cada día algo nuevo
De tanto jugar con los sentimientos
Viviendo de aplausos envueltos en sueños
De tanto gritar mis canciones al viento
Ya no soy como ayer, ya no sé lo que siento",8,58,316
1,1183273,Me Olvide De Vivir,Julio Iglesias,es_ES,NM,train,1183273__6,6,"Me olvidé de vivir, me olvidé de vivir
Me olvidé de vivir, me olvidé de vivir
Me olvidé de vivir, me olvidé de vivir",3,24,114
1,1188536,Ponte en mi lugar,Siniestro Total,es_LATAM,M,train,1188536__2,2,"Has perdido eso, mi tonta niñita
Has perdido eso, mi dulce gatita
Has perdido eso, mi tonta chiquita
Has perdido eso, mi mala zorrita",4,24,130
1,1188536,Ponte en mi lugar,Siniestro Total,es_LATAM,M,train,1188536__3,3,"Arreglaríamos nuestra cita
Con una cama bien blandita
Has perdido eso
Di que no, di que no",4,17,87
1,1188536,Ponte en mi lugar,Siniestro Total,es_LATAM,M,train,1188536__4,4,"Pondríamos música mas bien suavecita
Apagaríamos la bombillita
Te cogería entre mis bracitos
Y el jueguecito comenzaría",4,17,116
1,1188536,Ponte en mi lugar,Siniestro Total,es_LATAM,M,train,1188536__5,5,"Nenita ponte en mi lugar
Mi miembrecito no da más
Çl es solo una máquina sexual",3,17,78
1,1188536,Ponte en mi lugar,Siniestro Total,es_LATAM,M,train,1188536__6,6,"Nenita ponte en mi lugar
Mi pirolito no da más
Çl es solo una máquina sexual, sexual, sexual, sexual, sexual, Sexual, sexual, sexual",3,24,131
1,1188536,Ponte en mi lugar,Siniestro Total,es_LATAM,M,train,1188536__7,7,"Has perdido eso, mi tonta niñita
Has perdido eso, mi dulce gatita
Has perdido eso, mi tonta chiquita
Has perdido eso, mi mala zorrita",4,24,130
1,1188536,Ponte en mi lugar,Siniestro Total,es_LATAM,M,train,1188536__8,8,"Arreglaríamos nuestra cita
Con una cama bien blandita
Has perdido eso
Di que no
Has perdido eso
Di que no
Has perdido eso
Di que no",8,26,124
1,1188536,Ponte en mi lugar,Siniestro Total,es_LATAM,M,train,1188536__9,9,"Nenita ponte en mi lugar
Mi pirolito no da más
Çl es solo una máquina sexual",3,17,75
1,1188536,Ponte en mi lugar,Siniestro Total,es_LATAM,M,train,1188536__10,10,"Nenita ponte en mi lugar
Mi miembrecito no da más
Çl es solo una máquina sexual, sexual, sexual, sexual, sexual, Sexual, sexual, sexual",3,24,134
1,1188536,Ponte en mi lugar,Siniestro Total,es_LATAM,M,train,1188536__11,11,"Has perdido eso, has perdido eso, has perdido eso
Has perdido eso, has perdido eso, has perdido eso
Has perdido eso, has perdido eso (has perdido eso)
Di que no, di que no (has perdido eso)
Di que no, di que no, di que no, di que no, di que no",5,51,239
1,1192924,El Cantador,La Vela Puerca,es_LATAM,NM,train,1192924__1,1,"Se crió pensando que la vida se invento para la gente
Siempre tuvo un sueño y decidió que debería ser realidad
Se puso las botas...la guitarra un cacho de pan y un grito fuerte
Soy de villa trapo y cantador y es lo que te voy a ladrar",4,49,231
1,1192924,El Cantador,La Vela Puerca,es_LATAM,NM,train,1192924__2,2,"Se fue de su pueblo derechito a la ciudad
Iba como un rayo y no paro ni pa' mear
Llegando a destino sonrió por la emoción
""ya nadie me para en esta vida mi futuro lo hago yo""
Que soy un cantador",5,42,190
