verse_id,annotator_1_user_username,annotator_2_user_username,annotator_3_user_username,annotator_4_user_username,annotator_1_is_misogynistic,annotator_2_is_misogynistic,annotator_3_is_misogynistic,annotator_4_is_misogynistic,annotator_1_type_sexualization,annotator_2_type_sexualization,annotator_3_type_sexualization,annotator_4_type_sexualization,annotator_1_type_violence,annotator_2_type_violence,annotator_3_type_violence,annotator_4_type_violence,annotator_1_type_hate,annotator_2_type_hate,annotator_3_type_hate,annotator_4_type_hate,annotator_1_type_not_related,annotator_2_type_not_related,annotator_3_type_not_related,annotator_4_type_not_related,annotator_1_has_gender_stereotype,annotator_2_has_gender_stereotype,annotator_3_has_gender_stereotype,annotator_4_has_gender_stereotype,group_id
1113918__8,hortiz.pao,med978977,ayge.1904,anderguti,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,4
11140605__1,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,3
11140605__2,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,3
11140605__3,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,3
11140605__4,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,3
11140605__5,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,3
11140605__6,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,3
11140608__1,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,M,M,M,,True,True,True,,False,False,False,,True,True,True,,False,False,False,,Y,Y,N,,3
11140608__2,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,M,M,M,,False,False,False,,True,True,True,,True,True,True,,False,False,False,,Y,Y,Y,,3
11140608__3,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,M,M,M,,True,True,True,,False,False,False,,True,True,True,,False,False,False,,Y,Y,Y,,3
11140608__4,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,3
11140608__5,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,M,M,M,,False,True,True,,False,False,False,,True,True,True,,False,False,False,,Y,Y,Y,,3
11140608__6,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,M,M,M,,True,True,True,,False,False,False,,True,True,True,,False,False,False,,N,N,Y,,3
11140608__7,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,3
11141210__1,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
11141210__2,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
11141210__3,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
11141210__4,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
11141210__5,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,M,M,M,NM,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,N,N,N,,1
11141210__6,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,M,M,M,NM,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,N,N,N,,1
11141210__7,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,M,M,M,NM,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,N,N,N,,1
11141210__8,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,M,M,M,NM,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,N,N,N,,1
11141210__9,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,M,M,M,NM,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,N,N,N,,1
11141323__1,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,3
11141323__2,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,3
11141323__3,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,3
11141323__4,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,3
11141323__5,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,3
11141323__6,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,3
11162818__1,hortiz.pao,med978977,ayge.1904,,M,NM,NM,,False,False,False,,True,False,False,,False,False,False,,False,False,False,,N,,,,4
11162818__2,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11162818__3,hortiz.pao,med978977,ayge.1904,,M,M,NM,,True,True,False,,False,False,False,,True,True,False,,False,False,False,,Y,Y,,,4
11162818__4,hortiz.pao,med978977,ayge.1904,,M,M,M,,True,True,True,,True,True,False,,False,False,True,,False,False,False,,N,N,N,,4
11162818__5,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11162818__6,hortiz.pao,med978977,ayge.1904,,M,M,NM,,True,True,False,,True,True,False,,False,False,False,,False,False,False,,N,N,,,4
11162818__7,hortiz.pao,med978977,ayge.1904,,M,M,M,,True,True,True,,False,False,True,,True,True,False,,False,False,False,,Y,Y,N,,4
11162818__8,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
1117645__1,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1117645__2,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1117645__3,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1117645__4,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1117645__5,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1117645__6,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1117645__7,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1117645__8,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1117645__9,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1117950__1,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
1117950__2,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
1117950__3,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
1117950__4,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
1117950__5,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
1117950__6,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
1117950__7,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
1117950__8,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
1117950__9,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
1118320__1,hortiz.pao,med978977,ayge.1904,anderguti,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,4
1118320__2,hortiz.pao,med978977,ayge.1904,anderguti,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,4
1118320__3,hortiz.pao,med978977,ayge.1904,anderguti,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,4
1118320__4,hortiz.pao,med978977,ayge.1904,anderguti,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,4
1118320__5,hortiz.pao,med978977,ayge.1904,anderguti,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,4
1118320__6,hortiz.pao,med978977,ayge.1904,anderguti,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,4
1118320__7,hortiz.pao,med978977,ayge.1904,anderguti,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,4
1118320__8,hortiz.pao,med978977,ayge.1904,anderguti,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,4
1118320__9,hortiz.pao,med978977,ayge.1904,anderguti,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,4
11197347__1,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
11197347__2,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
11197347__3,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
11197347__4,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
11197347__5,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
11197347__6,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
11197347__7,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
11197347__8,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
11207228__1,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,3
11207228__2,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,M,M,M,,True,True,True,,False,False,False,,False,True,False,,False,False,False,,Y,Y,Y,,3
11207228__3,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,M,M,M,,True,True,True,,False,False,False,,True,True,True,,False,False,False,,Y,Y,Y,,3
11207228__4,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,3
11207228__5,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,M,M,M,,True,True,True,,False,False,False,,False,False,False,,False,False,False,,Y,Y,Y,,3
11207228__6,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,3
11207228__7,eldalvarez09,rammsteinhoney,valle.hernandez.luis.fernandoo,,M,M,M,,True,True,True,,False,False,False,,False,False,True,,False,False,False,,Y,Y,Y,,3
1122101__1,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1122101__2,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1122101__3,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1122101__4,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1122101__5,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1122101__6,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1122101__7,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1122101__8,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1122210__1,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
1122210__2,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
1122210__3,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
1122210__4,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
1122210__5,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,angeel462,marfelisraduan,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,2
1122520__1,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1122520__2,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1122520__3,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1122520__4,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1122520__5,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
1122520__6,rammsteinhoney,eldalvarez09,valle.hernandez.luis.fernandoo,cristinapertegas,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,3
11225774__1,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,,,NM,NM,,,False,False,,,False,False,,,False,False,,,False,False,,,,,,,2
11225774__2,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,,,NM,NM,,,False,False,,,False,False,,,False,False,,,False,False,,,,,,,2
11225774__3,flores.esquivel.luis.antonio2,jimenez.lopez.danakarol,,,NM,NM,,,False,False,,,False,False,,,False,False,,,False,False,,,,,,,2
1122734__1,hortiz.pao,med978977,ayge.1904,anderguti,NM,M,NM,NM,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,N,,,4
1122734__2,hortiz.pao,med978977,ayge.1904,anderguti,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,4
1122734__3,hortiz.pao,med978977,ayge.1904,anderguti,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,4
1122734__4,hortiz.pao,med978977,ayge.1904,anderguti,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,4
1122734__5,hortiz.pao,med978977,ayge.1904,anderguti,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,4
1122734__6,hortiz.pao,med978977,ayge.1904,anderguti,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,4
11228038__1,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
11228038__2,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
11228038__3,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
11228038__4,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
11228038__5,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
1122914__1,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
1122914__2,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,M,M,M,M,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,Y,N,Y,Y,1
1122914__3,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,M,NM,NM,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,,N,,,1
1122914__4,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
1122914__5,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
11229792__1,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11229792__10,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11229792__11,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11229792__12,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11229792__13,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11229792__14,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11229792__15,hortiz.pao,med978977,ayge.1904,,NM,M,NM,,False,True,False,,False,False,False,,False,False,False,,False,False,False,,,N,,,4
11229792__16,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11229792__17,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11229792__18,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11229792__19,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11229792__2,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11229792__20,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11229792__3,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11229792__4,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11229792__5,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11229792__6,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11229792__7,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11229792__8,hortiz.pao,med978977,ayge.1904,,M,NM,NM,,False,False,False,,True,False,False,,False,False,False,,False,False,False,,Y,,,,4
11229792__9,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11232620__1,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11232620__2,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11232620__3,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11232620__4,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11232620__5,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
1124486__1,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
1124486__2,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
1124486__3,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
1124486__4,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
1124486__5,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
1124486__6,anaguvi33,isaiaspachecoc,tania.gam,arturoca971,NM,M,NM,NM,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,,N,,,1
11248367__1,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11248367__2,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11248367__3,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11248367__4,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11248367__5,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11248367__6,hortiz.pao,med978977,ayge.1904,,NM,NM,NM,,False,False,False,,False,False,False,,False,False,False,,False,False,False,,,,,,4
11265918__1,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,M,M,M,NM,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,N,N,N,,1
11265918__2,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,M,M,M,NM,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,N,N,N,,1
11265918__3,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,M,M,M,NM,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,N,N,N,,1
11265918__4,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,M,M,M,NM,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,Y,Y,Y,,1
11265918__5,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,M,M,M,NM,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,Y,Y,Y,,1
11265918__6,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,M,M,M,NM,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,N,N,N,,1
11265918__7,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,M,M,M,NM,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,N,N,N,,1
11265922__1,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
11265922__2,tania.gam,arturoca971,isaiaspachecoc,anaguvi33,NM,NM,NM,NM,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,1
