song_id,artist,title,n_verses,lyrics_len,release_date,release_year,decade,album,country,gender_or_group,genres_all,genre_main,is_misogynistic,type_sexualization,type_violence,type_hate,has_gender_stereotype,in_train,in_test
1719086,José Feliciano,Cuando El amor Se Acaba,7,1170,,1993,1990,Mis mejores canciones: 17 super éxitos,Estados Unidos,hombre,"['folk', 'pop', 'jazz', 'soft rock', 'acoustic', 'christmas', 'jose feliciano', 'bolero', 'latin pop', 'acoustic guitar', 'christmas music', 'folk pop', 'latin soul']",folk,NM,0,0,0,N,False,True
1719679,Yuri (MEX),La Maldita Primavera,6,1050,,1996,1990,Llena De Dulzura,México,mujer,"['latin pop', 'pop', 'ranchera', 'mexican pop', 'salsa', 'mariachi']",latin pop,NM,,,,,True,False
1720523,Jenni Rivera,Yo Soy Una Mujer,6,1048,,1969,1960,La Gran Señora,Estados Unidos,mujer,"['banda', 'regional mexican', 'pop', 'busty', 'big boobs', 'breasts', 'boobs']",banda,NM,0,0,0,N,False,True
1720663,Héroes Del Silencio,Con Nombre De Guerra,3,745,04/12/90,1990,1990,Senderos de Traición,España,grupo,"['rock', 'spanish rock', 'hard rock', 'rock en espanol', 'gothic rock', 'rock en español', 'alternative rock', 'rock español']",rock,M,1,0,1,Y,True,False
1721511,Hombres G & Dani Martín,Te Necesito,7,723,29/11/11,2011,2010,En La Playa,España,grupo,"['rock', 'rock en espanol', 'pop', 'spanish rock', 'rock en español', 'pop rock', 'spanish pop']",rock,NM,,,,,True,False
1721614,José Alfredo Jiménez,Cuando El Destino,7,736,,1985,1980,Down Mexico Way,México,hombre,"['mariachi', 'ranchera', 'jose alfredo jimenez', 'classic', 'chillout', 'chill', 'chillosophy', 'global fusion']",mariachi,M,0,1,1,N,True,False
1726765,Rocío Jurado,"La Guapa, Guapa",7,1349,,1981,1980,Canciones de España,España,mujer,"['pop', 'flamenco', 'copla', 'female vocalist', 'world', 'oldies']",pop,M,0,1,1,Y,True,False
1727357,Víctor Manuelle,Pensamiento y palabra,12,2557,,1996,1990,Víctor Manuelle,Puerto Rico,hombre,"['salsa', 'world', 'salsa romantica', 'victor manuelle', 'latin pop']",salsa,NM,,,,,True,False
172764,Violadores del Verso,Filosofía y Letras,5,5031,02/11/06,2006,2000,Vivir Para Contarlo,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,,,,,True,False
172765,Violadores del Verso,Asómate,7,4024,02/11/06,2006,2000,Vivir Para Contarlo,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,,,,,True,False
172766,Violadores del Verso,Pura Droga Sin Cortar,7,6137,02/11/06,2006,2000,Vivir Para Contarlo,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,,,,,True,False
172767,Violadores del Verso,Información Planta Calle,6,5395,02/11/06,2006,2000,Vivir Para Contarlo,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,M,1,0,1,Y,True,False
172768,Violadores del Verso,A las Cosas por Su Nombre,9,4315,02/11/06,2006,2000,Vivir Para Contarlo,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,M,1,0,1,Y,True,False
172769,Violadores del Verso,Nada Más,6,4052,02/11/06,2006,2000,Vivir Para Contarlo,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,,,,,True,False
172770,Violadores del Verso,Resistencia Arrogante,6,2530,02/11/06,2006,2000,Vivir Para Contarlo,España,hombre,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,,,,,True,False
172771,Violadores del Verso,Ocho Líneas,15,4856,02/11/06,2006,2000,Vivir Para Contarlo,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,,,,,True,False
172772,Violadores del Verso,Cantando,13,4684,02/11/06,2006,2000,Vivir Para Contarlo,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,,,,,True,False
172773,Violadores del Verso,Alergia,10,3440,02/11/06,2006,2000,Vivir Para Contarlo,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,0,0,0,N,False,True
172776,Violadores del Verso,Vivir Para Contarlo,7,5421,,1998,1990,Vivir Para Contarlo / Haciendo Lo Nuestro,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,,,,,True,False
172778,Violadores del Verso,No Somos Ciegos,6,4510,02/11/06,2006,2000,Vivir Para Contarlo,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,0,0,0,N,False,True
172779,Violadores del Verso,Zombis,4,4646,02/11/06,2006,2000,Vivir Para Contarlo,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,,,,,True,False
1727805,Operación Triunfo 2001,Vivo Por Ella,9,1403,,1996,1990,Operación Triunfo 2001 (Singles Gala 5),España,hombre,"['classical', 'tenor', 'classical crossover', 'italian', 'pop', 'because i believe', 'classical pop', 'european', 'italian classic', 'italian pop', 'italian tenor']",classical,NM,0,0,0,N,False,True
172781,Violadores del Verso,Dale Tiempo al Rumor,7,4872,02/11/06,2006,2000,Vivir Para Contarlo,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,,,,,True,False
1728378,Melendi,Un Violinista En Tu Tejado,7,1762,16/09/08,2008,2000,Curiosa La Cara De Tu Padre,España,hombre,"['pop', 'flamenco', 'new flamenco', 'rumba', 'melendi', 'rock']",pop,NM,,,,,True,False
1729094,Héroes Del Silencio,La Chispa Adecuada (Bendecida 3),6,1001,18/09/95,1995,1990,Avalancha,España,grupo,"['rock', 'spanish rock', 'hard rock', 'rock en espanol', 'gothic rock', 'rock en español', 'alternative rock', 'rock español']",rock,NM,,,,,True,False
1730978,Molotov,Sentido Común,12,1594,16/10/07,2007,2000,Eternamiente,México,grupo,"['rapcore', 'alternative', 'rock', 'alternative rock', 'crossover', 'hip-hop', 'rap', 'comedy rock', 'funk rock', 'hip hop', 'nu metal', 'rap metal', 'rap rock']",rapcore,M,1,0,1,Y,True,False
1732436,Héroes Del Silencio,La Sirena Varada,6,1228,14/06/93,1993,1990,El Espíritu del Vino,España,grupo,"['rock', 'spanish rock', 'hard rock', 'rock en espanol', 'gothic rock', 'rock en español', 'alternative rock', 'rock español']",rock,NM,,,,,True,False
1733005,Rocío Jurado,Me ha dicho la luna,6,1275,,1998,1990,Con mis cinco sentidos,España,mujer,"['pop', 'flamenco', 'copla', 'female vocalist', 'world', 'oldies']",pop,NM,,,,,True,False
1733574,Big Boy (PR) (Ft. Rafy Santana),La Culpable,7,1800,,2002,2000,The Phenomenon,Puerto Rico,hombre,"['latin urban', 'reggaeton', 'latin rock', 'rock', 'jazz fusion', 'jazz rock', 'psychedelic rock', 'pop rock', 'blues rock', 'classic rock', 'jazz', 'hard rock', 'american', 'guitar', 'jazz-rock', 'pop/rock', 'classic pop and rock']",latin urban,M,0,0,1,Y,False,True
1733767,Los Rodríguez,Extraño,5,768,24/04/95,1995,1990,"Palabras Más, Palabras Menos",España,grupo,"['rock argentino', 'rock', 'rock en espanol', 'spanish rock', 'rock en español', 'pop']",rock argentino,NM,0,0,0,N,False,True
1734836,Maldita Vecindad y Los Hijos del Quinto Patio,Solín,4,529,24/09/91,1991,1990,El Circo,México,grupo,"['rock en espanol', 'ska', 'rock mexicano', 'rock', 'rock en español', 'ciudad de mexico']",rock en espanol,NM,,,,,True,False
1735862,Grupo Montéz De Durango,Descuide,3,884,,2012,2010,MMXII,México,grupo,"['duranguense', 'banda', 'montez', 'grupo montez de durango', 'tintemp']",duranguense,NM,,,,,True,False
1737992,Héroes Del Silencio,Nuestros Nombres,6,1085,14/06/93,1993,1990,El Espíritu del Vino,España,grupo,"['rock', 'spanish rock', 'hard rock', 'rock en espanol', 'gothic rock', 'rock en español', 'alternative rock', 'rock español']",rock,NM,,,,,True,False
1740273,Ricardo Montaner,El Poder de Tu Amor,8,677,,2009,2000,Lo Mejor... Con La London Metropolitan Orchestra,Venezuela,hombre,"['ricardo montaner', 'latin pop', 'pop', 'spanish ballad', 'baladas', 'romantica', 'montaner', 'ballad', 'latin ballad']",ricardo montaner,NM,,,,,True,False
174267,Violadores del Verso,"Marrones, Morenas, Coronas",8,3810,11/01/01,2001,2000,Vicios y Virtudes,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,M,1,0,0,N,False,True
174268,Violadores del Verso,No Es Ningún Trofeo Noble,6,4985,11/01/01,2001,2000,Vicios y Virtudes,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,M,1,0,1,Y,True,False
174272,Violadores del Verso,Tú y Tus Historias,3,1030,11/01/01,2001,2000,Vicios y Virtudes,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,,,,,True,False
174274,Violadores del Verso,No Pasa Nada,8,3761,11/01/01,2001,2000,Vicios y Virtudes,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,,,,,True,False
174277,Violadores del Verso,Modestia Aparte,6,4440,11/01/01,2001,2000,Vicios y Virtudes,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,,,,,True,False
174285,Violadores del Verso,Ninguna Chavala Tiene Dueño / Porque Ella Lo Dijo,8,4101,11/01/01,2001,2000,Vicios y Virtudes,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,M,1,0,0,Y,True,False
174290,Violadores del Verso,Qué Te Importan Todos los Demás,5,3899,11/01/01,2001,2000,Vicios y Virtudes,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,,,,,True,False
174299,Violadores del Verso,Por Honor,16,5173,11/01/01,2001,2000,Vicios y Virtudes,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,M,1,0,0,Y,True,False
174301,Violadores del Verso,La Ciudad Nunca Duerme,6,3985,11/01/01,2001,2000,Vicios y Virtudes,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,0,0,0,N,False,True
1746662,Rocío Jurado,Si amanece,4,531,,1943,1940,De ahora en adelante,España,mujer,"['pop', 'flamenco', 'copla', 'female vocalist', 'world', 'oldies']",pop,NM,0,0,0,N,False,True
174799,Mala Rodríguez,Quién Manda,6,2008,11/06/13,2013,2010,Bruja,España,mujer,"['hip-hop', 'rap', 'hip hop', 'alternative rap', 'lounge', 'electronic', 'dance', 'hiphop']",hip-hop,NM,0,0,0,N,False,True
1748209,Gloria Trevi,Chica Embarazada,9,1267,27/01/94,1994,1990,Más Turbada Que Nunca,México,mujer,"['pop', 'gloria trevi', 'latin pop', 'rock', 'pop rock', 'latin rock']",pop,NM,,,,,True,False
1748281,El Bordo,El Traicionero,3,594,,2002,2000,Carnaval de las heridas,Argentina,grupo,"['rock argentino', 'rock chabon', 'rock nacional', 'rocanrol', 'rock and roll', 'rock', 'argentinian', 'rock clasico', 'rock en español', 'alternative rock']",rock argentino,NM,0,0,0,N,False,True
1748486,Julio Iglesias,"Ni Te Tengo, Ni Te Olvido",4,820,,1985,1980,Libra,España,hombre,"['pop', 'julio iglesias', 'latin pop', 'romantic', 'easy listening', 'tango']",pop,NM,0,0,0,N,False,True
1748529,Héroes Del Silencio,...16,5,576,31/10/88,1988,1980,El Mar No Cesa,España,grupo,"['rock', 'spanish rock', 'hard rock', 'rock en espanol', 'gothic rock', 'rock en español', 'alternative rock', 'rock español']",rock,NM,,,,,True,False
1748820,Marco Antonio Solís,Si Te Pudiera Mentir,4,855,,2008,2000,Trozos De Mi Alma,México,hombre,"['marco antonio solis', 'romantica', 'pop', 'latin pop', 'juan gabiel', 'los bukis', 'ballad', 'ranchera']",marco antonio solis,NM,0,0,0,N,False,True
174924,Violadores del Verso,A Solas con un Ritmo (Kase.O),3,2329,11/06/99,1999,1990,Genios,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,,,,,True,False
174926,Violadores del Verso,Doble V,7,3493,15/11/02,2002,2000,Genios,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,,,,,True,False
174929,Violadores del Verso,B-Boy J,6,1705,11/06/99,1999,1990,Genios,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,0,0,0,N,False,True
174931,Violadores del Verso,El Rey de las Cantinas,5,3468,11/06/99,1999,1990,Genios,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,,,,,True,False
174943,Violadores del Verso,Sólo Quedar Consuelo,8,5829,,1998,1990,Genios,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,NM,,,,,True,False
174957,Violadores del Verso,Ballantains (Token International Remix),7,3501,11/06/99,1999,1990,Genios,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,M,1,0,1,Y,True,False
174958,Violadores del Verso,No Paséis por Alto a los Genios,7,4606,11/06/99,1999,1990,Genios,España,grupo,"['hip-hop', 'rap', 'spanish hip-hop', 'hip hop', 'spanish rap', 'zaragoza', 'doble v', 'violadores del verso', 'rap solo']",hip-hop,M,1,0,0,Y,True,False
1749854,Aventura,La Novelita,9,1423,09/11/99,1999,1990,Generation Next,Estados Unidos,grupo,"['bachata', 'pop', 'aventura', 'reggaeton', 'dominican', 'dance', 'rnb']",bachata,NM,,,,,True,False
1749988,Vicente Fernández,La ley del monte,6,836,,1940,1940,El Hijo Del Pueblo,México,hombre,"['ranchera', 'mariachi', 'don vicente fernandez', 'vicente fernandez', 'rancheras', 'por tu maldito amor']",ranchera,NM,,,,,True,False
1750293,Alejandro Fernández,Si Tú Supieras,7,1343,23/09/97,1997,1990,Me Estoy Enamorando,México,hombre,"['mariachi', 'pop', 'alejandro fernandez', 'ranchera', 'latin pop', '1990s', '2000s', 'ballad', 'bolero', 'norteña', 'pop rock']",mariachi,NM,,,,,True,False
1752255,Reik,Noviembre Sin Ti,8,1259,24/05/05,2005,2000,Reik,México,grupo,"['pop', 'latin pop', 'reik', 'pop latino', 'romantica', 'ballad', 'latin ballad', 'pop rock']",pop,NM,0,0,0,N,False,True
1753284,Azúcar Moreno,Mumaita,8,629,,2000,2000,Bandido,España,grupo,"['pop', 'eurovision', 'flamenco', 'dance', 'duos', 'espagnol']",pop,NM,0,0,0,N,False,True
1753339,Azúcar Moreno,"Rumba, Rumba",7,1051,,1990,1990,Bandido,España,grupo,"['pop', 'eurovision', 'flamenco', 'dance', 'duos', 'espagnol']",pop,NM,0,0,0,N,False,True
1753737,Héroes Del Silencio,Fuente Esperanza,7,752,31/10/88,1988,1980,El Mar No Cesa,España,grupo,"['rock', 'spanish rock', 'hard rock', 'rock en espanol', 'gothic rock', 'rock en español', 'alternative rock', 'rock español']",rock,NM,,,,,True,False
1757513,Loquillo y Los Trogloditas,La Mataré,4,821,,1987,1980,Mis Problemas con las Mujeres,España,hombre,"['rock', 'spanish rock', 'rockabilly', 'rock and roll', 'barcelona', 'pop', 'male']",rock,M,1,1,0,N,True,False
1758285,Mecano,Esta es la historia de un amor,6,534,17/06/86,1986,1980,Entre el cielo y el suelo,España,grupo,"['pop', 'spanish pop', 'post-punk', 'new wave', 'mecano', 'synthpop']",pop,NM,0,0,0,N,False,True
1761028,Gerardo Ortiz,La Moneda,6,1586,,2012,2010,El Primer Ministro,Estados Unidos,hombre,"['gerardo ortiz', 'en preparacion', 'corridos', 'el trocko', 'narco corridos', 'narco corrido', 'world music', 'regional mexicano', 'banda', 'corrido', 'mariachi', 'narcocorrido', 'ranchera']",gerardo ortiz,NM,,,,,True,False
1761137,José Alfredo Jiménez,El Jinete,7,666,,1991,1990,Down Mexico Way,México,hombre,"['mariachi', 'ranchera', 'jose alfredo jimenez', 'classic', 'chillout', 'chill', 'chillosophy', 'global fusion']",mariachi,NM,0,0,0,N,False,True
1761740,Rocío Jurado,La bien pagá,5,675,,2001,2000,Canciones de España,España,mujer,"['pop', 'flamenco', 'copla', 'female vocalist', 'world', 'oldies']",pop,M,1,0,0,N,True,False
1763329,Joan Sebastian,Tatuajes,5,863,,2005,2000,Tatuajes,México,hombre,"['joan sebastian', 'ranchera', 'joan sebastian-tatuajes', 'chayanne', 'cure', 'chalino', 'pop']",joan sebastian,NM,,,,,True,False
1763458,Miguel Bosé,Amiga,10,1602,,1992,1990,Linda,España,hombre,"['pop', 'latin pop', 'balada', 'ballad', 'latin ballad', 'nuno']",pop,NM,,,,,True,False
1764424,Los Inquietos del Vallenato,Regalame Una Noche,12,1578,07/04/01,2001,2000,Sueños de Colombia,Colombia,grupo,"['vallenato', 'cumbia']",vallenato,NM,,,,,True,False
1764776,Frankie Ruiz,El Camionero,7,1877,03/09/85,1985,1980,Solista... Pero No Solo,Estados Unidos,hombre,"['salsa', 'frankie ruiz', 'salsa boricua', 'latin jazz', 'best salsa', 'franquie ruiz', 'tropicania', 'salsa romantica', 'salsa romántica']",salsa,NM,,,,,True,False
1765173,Rocío Jurado,Me hubiera gustado tanto,4,471,,1979,1970,Señora,España,mujer,"['pop', 'flamenco', 'copla', 'female vocalist', 'world', 'oldies']",pop,NM,0,0,0,N,False,True
1765237,Azúcar Moreno,Hoy Tengo Ganas De Ti,7,968,,1995,1990,Mucho Azúcar,España,grupo,"['pop', 'eurovision', 'flamenco', 'dance', 'duos', 'espagnol']",pop,NM,0,0,0,N,False,True
1765307,José Alfredo Jiménez,Pa' Todo El Año,9,982,,1984,1980,La Enorme Distancia,México,hombre,"['mariachi', 'ranchera', 'jose alfredo jimenez', 'classic', 'chillout', 'chill', 'chillosophy', 'global fusion']",mariachi,NM,,,,,True,False
1767586,Mecano,El Blues del Esclavo,7,1504,,1981,1980,Descanso Dominical,España,grupo,"['pop', 'spanish pop', 'post-punk', 'new wave', 'mecano', 'synthpop']",pop,NM,,,,,True,False
1771947,Azúcar Moreno,Paint It Black,6,1130,,2000,2000,Mambo,España,grupo,"['pop', 'eurovision', 'flamenco', 'dance', 'duos', 'espagnol']",pop,M,1,0,0,N,True,False
1775983,No Te Va Gustar,El Error,9,777,18/10/12,2012,2010,El Calor Del Pleno Invierno,Uruguay,grupo,"['rock', 'rock uruguayo', 'ska', 'uruguayan', 'rock en espanol', 'reggae', 'latin rock']",rock,NM,,,,,True,False
1776104,José Alfredo Jiménez,Amanecí En Tus Brazos,5,563,,1996,1990,Cuando Lloran Los Hombres Vol. IV,México,hombre,"['mariachi', 'ranchera', 'jose alfredo jimenez', 'classic', 'chillout', 'chill', 'chillosophy', 'global fusion']",mariachi,NM,,,,,True,False
1779841,Elvis Crespo,Píntame,7,1389,04/05/99,1999,1990,Píntame,Puerto Rico,hombre,"['merengue', 'salsa', 'latin pop', 'elvis crespo', 'pop']",merengue,NM,,,,,True,False
1782003,Tomasa del Real,Bonnie N Clyde,9,2033,19/03/15,2015,2010,Bien Y Mal,Chile,mujer,"['reggaeton', 'neoperreo', 'hip hop', 'hip-hop', 'electronic', 'beats', 'latin electronic', 'música urbana', 'pop', 'tropical']",reggaeton,M,1,1,0,Y,True,False
179125,Xhelazz,Solo Importa el Rap,11,4964,26/09/07,2007,2000,El Soñador Elegido,España,hombre,"['hip-hop', 'rap', 'spanish rap', 'hip hop', 'spanish hip-hop', 'zaragoza', 'erreape', 'live', 'producer']",hip-hop,M,1,0,0,N,True,False
179160,Sho-Hai,Para Ser un Rapper,5,4197,01/03/11,2011,2010,Doble Vida,España,hombre,"['rap', 'spanish rap', 'hip-hop', 'hardcore rap', 'hip hop', 'sho-hai zaragoza']",rap,NM,,,,,True,False
179173,Sho-Hai,La Cúpula,11,5266,01/03/11,2011,2010,Doble Vida,España,hombre,"['rap', 'spanish rap', 'hip-hop', 'hardcore rap', 'hip hop', 'sho-hai zaragoza']",rap,NM,,,,,True,False
1792841,Toby Love,Llorar Lloviendo,10,1225,01/08/08,2008,2000,Love Is Back,Estados Unidos,hombre,"['bachata', 'toby love', 'reggaeton', 'aventura', 'bachata urbana', 'latin pop', 'hip hop']",bachata,NM,,,,,True,False
1793658,Ramón Ayala y Sus Bravos Del Norte,Tristes Recuerdos,3,533,,1945,1940,Triste Recuerdo (Aferrado Por Ti),Estados Unidos,hombre,"['norteno', 'norteño', 'regional mexicano', 'tejano']",norteno,NM,,,,,True,False
1794955,Ramón Ayala y Sus Bravos Del Norte,Mi Golondrina,4,690,,2000,2000,Recuerdame Y Ven A Mí,México,grupo,['norteno'],norteno,NM,,,,,True,False
1798696,Tito Nieves,Fabricando Fantasias,10,1806,,2007,2000,Fabricando fantasías,Puerto Rico,hombre,"['salsa', 'salsa boricua', 'tito nieves', 'salsa romantica', 'best salsa', 'latin pop']",salsa,NM,,,,,True,False
1798860,Laura León,Dos Mujeres Un Camino,9,1254,,2002,2000,Lo nuevo y lo mejor de la tesorito Laura León,México,mujer,"['contemporary classical', 'experimental', 'avantgarde', 'women composer', 'ambient', 'score']",contemporary classical,NM,0,0,0,N,False,True
1800024,Vicente Fernández,Hermoso Cariño,4,567,,2008,2000,Me Está Esperando María,México,hombre,"['ranchera', 'mariachi', 'don vicente fernandez', 'vicente fernandez', 'rancheras', 'por tu maldito amor']",ranchera,NM,,,,,True,False
1802585,Elvis Martinez,Maestra,6,886,,2023,2020,Tres Palabras,República Dominicana,hombre,"['bachata', 'elvis martinez', 'proba', 'dominican', 'cristiana']",bachata,M,1,0,0,Y,True,False
1802839,Elvis Martinez,Amada Mía,9,1880,,2000,2000,Directo Al Corazon,República Dominicana,hombre,"['bachata', 'elvis martinez', 'proba', 'dominican', 'cristiana']",bachata,M,0,1,0,N,True,False
1803161,La Húngara,Ladrón de Corazones,3,490,,1980,1980,Corazón Flamenco,España,mujer,"['flamenco', 'spanish pop', 'la hungara', 'flamenco pop', 'pop', 'female']",flamenco,NM,,,,,True,False
1803181,Voz de Mando (Ft. Escolta de Guerra & Jorge Santacruz),La Hummer y el Camaro,3,2148,,2011,2010,La Misma Navidad,México,grupo,['narcocorrido'],narcocorrido,NM,,,,,True,False
1804276,Estopa,Nasío Pa La Alegría,5,2409,24/09/01,2001,2000,Destrangis,España,grupo,"['flamenco', 'pop', 'rock', 'rumba', 'estopa', 'pop rock']",flamenco,NM,,,,,True,False
1804681,Estopa,Ke Pasa!?,10,2948,24/09/01,2001,2000,Destrangis,España,grupo,"['flamenco', 'pop', 'rock', 'rumba', 'estopa', 'pop rock']",flamenco,NM,,,,,True,False
1805245,David Bisbal,Aquí Estoy Yo,10,1117,,2008,2000,Palabras del silencio,Puerto Rico,hombre,"['pop', 'latin pop', 'davis bisbal', 'david bisbal', 'operacion triunfo', 'spanish pop']",pop,NM,,,,,True,False
1806028,Carlos Y José,Arboles De La Barranca,3,435,,1985,1980,Flor de Capomo,Argentina,grupo,"['pura raza', 'a honey glazed cock ramming into your ears multiple times', 'regional mexican', 'trance', 'dance', 'techno', 'electronic', 'progressive house', 'pop', 'stoner rock', 'did sound for', 'progressive trance', 'san carlos', 'norteño', 'regional mexicano', 'tango', 'french', 'argentinian', 'death by airplane']",pura raza,M,1,0,0,Y,True,False
1806340,"RKM & Ken-Y (Ft. Carlitos Way (PR), La India, Nicky Jam & Polakan)",Tocarte Toa,11,2843,,1981,1980,Masterpiece (Bonus Tracks),Puerto Rico,grupo,"['reggaeton', 'latin urban']",reggaeton,M,1,1,1,Y,True,False
1806775,Vicente Fernández,Amor De La Calle,8,881,,1972,1970,¡Arriba Huentitán!,México,hombre,"['ranchera', 'mariachi', 'don vicente fernandez', 'vicente fernandez', 'rancheras', 'por tu maldito amor']",ranchera,M,1,0,1,Y,True,False
1809036,David Bisbal,Almeria Tierra Noble,6,570,,2011,2010,Una noche en el Teatro Real,España,hombre,"['pop', 'latin pop', 'davis bisbal', 'david bisbal', 'operacion triunfo', 'spanish pop']",pop,NM,,,,,True,False
1809334,Héctor Lavoe,Sombras Nada Más,10,1121,01/01/79,1979,1970,Recordando a Felipe Pirela,Puerto Rico,hombre,"['salsa', 'fania', 'chill906', 'lounge', 'indie', 'electronica', 'classic', 'hip-hop', 'bolero']",salsa,NM,0,0,0,N,False,True
1810746,Kinito Mendez,El Tamarindo,13,2786,,2009,2000,La sélection Radio Latina : Merengue bachata,República Dominicana,hombre,"['merengue', 'salsa', 'kinito mendez', 'dance', 'bachata', 'dominican']",merengue,M,0,0,1,Y,True,False
1813114,Maná,El Reloj Cucú,10,911,25/04/95,1995,1990,Cuando Los Ángeles Lloran,México,grupo,"['rock', 'latin rock', 'rock en espanol', 'rock en español', 'mana', 'pop', 'pop rock', 'latin pop']",rock,NM,0,0,0,N,False,True
1813996,Mecano,Eugenio Salvador Dali,8,1220,,2000,2000,"Platin, Volume 8",España,mujer,"['pop', 'spanish pop', 'post-punk', 'new wave', 'mecano', 'synthpop', 'europop']",pop,M,1,0,0,N,False,True
1814193,Gloria Trevi,Psicofonía,11,1279,18/09/07,2007,2000,Una Rosa Blu,México,mujer,"['pop', 'gloria trevi', 'latin pop', 'rock', 'pop rock', 'latin rock']",pop,M,0,0,1,Y,True,False
